,user_id,rec
483,652,"[820378, 9419470, 1078116, 1085138, 831587]"
484,653,"[6533889, 839326, 16734479, 13775767, 12730171]"
485,654,"[15926775, 10143885, 18022253, 878837, 899459]"
486,655,"[6533765, 6534178, 987734, 1075282, 1082833]"
487,658,"[845675, 901276, 995055, 15926887, 1038217]"
488,659,[17992876]
489,660,"[862010, 829621, 871909, 906026, 960613]"
490,661,"[855288, 904359, 901762, 962991, 827114]"
491,662,"[849843, 901916, 1017616, 1115098, 1115971]"
492,663,"[883370, 6554400, 15972028, 15716719, 15716445]"
493,665,"[847529, 1043008, 1047256, 1099851, 1071171]"
494,666,"[987562, 16729415, 13115626, 7410304, 963680]"
495,667,"[938622, 888233, 1108024, 1125615, 13877197]"
496,668,"[1042942, 873654]"
497,669,"[826539, 1060912, 13877023, 846045, 1129758]"
498,670,"[981760, 831161, 13189968, 12130733, 12187392]"
499,671,"[899565, 940804, 862866, 15737472, 5568378]"
500,672,"[981760, 830245, 17215095, 12170978, 12781777]"
501,673,"[1124729, 1076875, 871756, 871756, 849843]"
502,674,"[15926507, 1097849, 1043971, 1058987, 995771]"
503,675,"[1116096, 981760, 820551, 938139, 15452575]"
504,676,"[981760, 981760, 909238, 996750, 918199]"
505,680,"[845675, 1072576, 845675, 900586, 1005186]"
506,681,"[6533236, 1129530, 15797818, 13115407, 9858794]"
507,684,"[832760, 905286, 9835947, 996458, 928257]"
508,685,"[865633, 1134732, 829491, 852412, 862854]"
509,687,"[894511, 821788, 850533, 962816, 1055072]"
510,690,"[8090993, 861494, 9834837, 12263119, 850925]"
511,691,"[981760, 981760, 944142, 1089986, 903239]"
512,692,"[822073, 839766, 16100688, 10149724, 1067443]"
513,693,"[831125, 6633342, 12263172, 880540, 836258]"
514,694,"[893162, 915966, 1016286, 9487613, 955687]"
515,695,"[13039088, 1049131, 8293470, 8149474, 6633224]"
516,696,"[830973, 861419, 964835, 960278, 926025]"
517,697,"[858353, 1069582, 898201, 926318, 990251]"
518,698,"[882305, 970260, 13213239, 9420077, 9265500]"
519,699,"[6534178, 6904409, 1085351, 1095374, 1107080]"
520,700,"[824169, 1069863, 8353115, 5981515, 5564901]"
521,701,"[981760, 13512916, 1133000, 857201, 867469]"
522,702,"[871402, 1060831, 6552438, 6551913, 5995035]"
523,703,"[981760, 884906, 13115890, 6464166, 6534573]"
524,705,"[16769688, 16769916, 937080, 1004945, 1063907]"
525,706,"[1068078, 1012913, 1040867, 1097991, 1107705]"
526,707,"[894511, 6534178, 851903, 15507063, 840322]"
527,708,"[829685, 12172043, 1003487, 1034529, 1053530]"
528,709,"[981760, 827271, 15926863, 13876665, 13504412]"
529,710,"[862010, 981760, 1032752, 1070639, 833755]"
530,711,"[6533581, 866211]"
531,712,"[981760, 1008739, 6551782, 13006921, 15972298]"
532,713,"[5568378, 828516, 842407, 7166756, 1100533]"
533,714,"[8090521, 8090521, 16809471, 15926712, 893867]"
534,715,"[981760, 1015532, 932500, 1118757, 1041512]"
535,716,"[937276, 16053142, 1056651, 1033846, 1058997]"
536,717,"[1102949, 1005186, 825160, 13842101]"
537,718,"[835558, 882089, 7087364, 1074271, 1074014]"
538,719,"[953476, 953476, 953476, 953476, 1074524]"
539,720,"[843210, 891999, 1056212, 1115069, 849809]"
540,721,"[1116297, 1074754]"
541,722,"[981760, 6533889, 920958, 1076697, 1062117]"
542,723,"[1019230, 982833, 9832156, 9419443, 8205577]"
543,725,"[1044068, 15926884, 955354, 1134414, 1126922]"
544,726,"[5570166, 1097849, 6602199, 8067128, 9188792]"
545,727,"[459894, 486782, 747758, 706397, 610561]"
546,728,"[13189968, 13008193, 920769, 1103043, 924691]"
547,729,"[1744168, 1846166, 2051181, 13424340]"
548,730,"[969932, 849843, 1079977, 5978656, 835864]"
549,731,"[9837325, 13416265, 1105498, 1043366, 960484]"
550,733,"[867156, 7443137, 13512017, 1093013, 1063577]"
551,734,"[981760, 847803, 863699, 944599, 1131529]"
552,735,"[826385, 845196, 1039870, 12172184, 895971]"
553,736,"[981760, 16809467, 868915, 5569319, 6039859]"
554,740,"[981760, 900842, 826816, 1083070, 1037398]"
555,741,"[13380863, 12811993, 1032555, 852163, 1017471]"
556,742,"[917832, 16769709, 17249155, 17290722, 879735]"
557,743,"[874643, 896602, 6979753, 1121410, 952593]"
558,744,"[6534178, 1123106, 1001412, 1124053, 853448]"
559,745,"[906114, 1095194, 836645, 952122, 892406]"
560,747,"[928584, 868401, 866227, 1019247]"
561,748,"[1110975, 1076157, 15717057, 879752, 918345]"
562,749,[1028695]
563,750,"[8090521, 15926863, 15741861, 1065941, 1076769]"
564,752,"[18055313, 901287, 911388, 943892, 15831255]"
565,753,"[825616, 958909, 13876775, 9705603, 8293439]"
566,754,"[832565, 900842, 905542, 1098060, 1124126]"
567,755,"[6534178, 6534178, 6534178, 6534178, 892500]"
568,757,"[16809144, 933354, 1134161, 829950, 1137025]"
569,759,"[824661, 1027849, 17249007, 15971898, 13876348]"
570,761,"[16769526, 16220930, 871563, 867588, 8090485]"
571,762,"[1005186, 13381540, 1005186, 845789, 6534178]"
572,764,"[846959, 13986595, 6464069, 8119297, 9420140]"
573,766,"[15775545, 879445, 952896, 948622, 941943]"
574,767,"[970747, 10344586, 5568228, 849003, 15737472]"
575,768,"[894511, 894627, 934503, 5995485, 1007911]"
576,769,"[1004341, 955313, 15778052, 13189799, 13008469]"
577,770,"[1012052, 1011771, 15687068, 15681692, 14025159]"
578,771,"[889863, 930283, 7409974, 966778, 15972392]"
579,773,"[859427, 859427, 859427, 14111294, 1016195]"
580,776,"[1130943, 10284946, 916381, 883404, 1029743]"
581,777,"[933835, 6602440, 9368306, 940806, 993560]"
582,779,"[904236, 822259, 1128161, 12301338, 833534]"
583,781,"[836445, 1077490, 881021, 918688, 1036401]"
584,784,"[852035, 854315, 931860, 866488, 1038684]"
585,786,"[902037, 1125077, 1077951, 1065038, 1023513]"
586,787,"[1044507, 942459, 6391244, 5995778, 1128828]"
587,788,"[896757, 1021541, 15926775, 13871141, 12673243]"
588,789,"[849843, 944534, 819400, 963683, 9704174]"
589,790,"[839784, 6632668, 10149473, 17291649, 15717150]"
590,793,[1055646]
591,794,"[869195, 1092964, 1136102, 5590009, 9928420]"
592,795,"[1069609, 985866, 1026209, 878290, 13671759]"
593,796,"[1195889, 993638, 993638]"
594,798,"[15926864, 9419915, 1037417, 833494, 5995303]"
595,799,"[855386, 6904509, 5564833, 1055072, 1019230]"
596,800,"[981760, 981760, 869477, 7464370, 10344714]"
597,801,"[981760, 892531, 984232, 826067, 13513356]"
598,802,"[870933, 1087986, 13944991, 13945157, 1016276]"
599,803,"[1048046, 15716445, 9677861, 9655212, 9297136]"
600,804,"[18005477, 871680, 6979473, 14043821, 14043825]"
601,805,"[981760, 981760, 5978656, 1113462, 955258]"
602,806,"[18005579, 8119152, 855718, 868539, 994685]"
603,807,"[1110331, 1138772, 15971883, 12987861, 984669]"
604,808,"[886444, 6534178, 892708, 17971231, 17329282]"
605,810,"[1083846, 1107839, 908846, 866227, 1028816]"
606,811,"[838867, 1061971]"
607,813,"[834382, 1023957, 1072685, 1096563, 6391152]"
608,814,"[12810393, 953476, 905582, 892531, 825180]"
609,816,"[981760, 1066843, 1037729, 846284, 1042345]"
610,817,"[17957273, 6533394, 13190658, 13876901, 14025166]"
611,818,"[6544236, 1010185, 1131506, 1135476]"
612,820,"[1125739, 1050082, 1093697, 1116624, 906655]"
613,822,"[981760, 8119004, 834952, 887618, 948848]"
614,823,"[836423, 951881, 1000925, 13842160, 13115579]"
615,824,"[981760, 936634, 1049897, 831728, 1005186]"
616,825,"[843237, 1060912, 915493, 903398, 883268]"
617,826,"[970760, 1035842, 1043971, 1120009, 5566956]"
618,829,"[13671759, 935516, 15972927, 13416131, 8181516]"
619,830,"[5978648, 850679, 1069094, 899589, 951976]"
620,831,"[837579, 7466252, 1097863, 6632384, 949116]"
621,836,"[15716719, 1118963, 988116, 929472, 912817]"
622,837,"[1078384, 6547504, 8090549, 8118703, 901062]"
623,840,"[981760, 1048607, 13095243, 885779, 827802]"
624,841,"[15973188, 1075524, 15660173, 15831209, 17900958]"
625,842,"[6534178, 1084321, 937555, 904359, 877337]"
626,844,"[9835509, 895268, 1031149, 1127097, 894358]"
627,845,"[824931, 1017195, 17104566, 15973034, 15926844]"
628,846,"[8090521, 830582, 1028747, 976807, 991565]"
629,847,"[12330606, 1008074, 9802776, 932530, 942482]"
630,848,"[15831585, 1015132, 8019216, 8181177, 10285006]"
631,850,"[1079023, 991411, 833866, 855434, 991411]"
632,852,"[824717, 837647, 959878, 974743, 1027471]"
633,853,"[17290708, 17328663, 17974606, 13512620, 9264878]"
634,854,"[850834, 1016210, 1129945, 1134058, 9419648]"
635,855,"[841584, 862822, 986754, 831728, 9527593]"
636,856,"[847598, 9419487, 999971, 9526886, 995242]"
637,857,"[822484, 968164, 994825, 997479, 1000059]"
638,858,"[1084694, 7441926, 13382461, 17104857, 849202]"
639,859,"[981760, 888014, 1112766, 15596896, 6602711]"
640,861,"[1025612, 1026504, 13654811, 12524594, 1086740]"
641,862,"[13986385, 871636, 865510, 874643, 1121636]"
642,863,"[1105426, 15716445, 10282626, 1066049, 1071733]"
643,864,"[981760, 1046055, 1004457, 1005576, 905812]"
644,865,"[825670, 1103903, 861419, 1115006, 949931]"
645,866,"[16809431, 17169698, 14025185, 16809471, 826252]"
646,867,"[16734350, 15596322, 901253, 899056, 893258]"
647,868,"[879701, 1099319, 6463709, 6034987, 6034218]"
648,869,"[981760, 981760, 981760, 1006878, 1127258]"
649,871,"[9245467, 873130, 1112441, 1105221, 1085141]"
650,875,"[8181477, 5575454, 8181477, 1091365, 986826]"
651,876,"[834662, 959179, 16816862, 15492048, 6995067]"
652,877,"[981760, 1113667, 927695, 15717118, 15716719]"
653,878,"[1127232, 15972721, 1113347, 1111498, 1108654]"
654,879,"[1058092, 1093268, 15927780, 6534178, 900418]"
655,880,"[1131550, 1058272, 1085154, 1065593, 951590]"
656,881,"[822225, 861819, 17899703, 13910296, 13003094]"
657,882,"[894511, 5591103, 15452599, 946881, 5591103]"
658,883,"[870424, 6533889, 1081582, 1117473, 1133827]"
659,884,"[980433, 1119399, 936723, 1044655, 1101725]"
660,885,"[12263234, 904414, 1090706, 1006483, 9526423]"
661,886,"[952999, 15863848, 1138972, 1123959, 1107839]"
662,887,"[917772, 1005186, 15717042, 918098, 1004457]"
663,888,"[15973164, 7431989, 1004945, 1126294, 1100555]"
664,889,"[6534178, 853643, 1082141, 1077312, 1070276]"
665,891,"[846830, 831407, 6703894, 6513604, 1130877]"
666,893,"[981760, 6602590, 1038550, 924475, 1002369]"
667,894,"[820291, 1070815, 1138631, 1113415, 1099978]"
668,895,"[6533889, 12188159, 828139, 6533889, 828139]"
669,897,"[926646, 1082955, 9270575, 17179738, 17329948]"
670,898,"[902037, 17974494, 15925741, 858563, 1040530]"
671,900,"[969892, 15973204, 14025498, 1087167, 1002172]"
672,903,"[12263463, 9297136, 1112459, 1091520, 1047769]"
673,904,"[1106523, 905582, 1046131, 1006738, 6534178]"
674,906,"[963876, 1086038, 15716445, 1086038, 1081111]"
675,907,"[12810393, 1127825, 1013565, 1127825, 1057260]"
676,908,"[1000205, 15716745, 959689, 975508, 995198]"
677,909,"[835004, 1110721, 901772, 945139, 843222]"
678,911,"[981760, 10149854, 6632551, 8358621, 10204287]"
679,913,"[981760, 967332, 971585, 1007136, 16729299]"
680,914,"[873971, 964254, 13190673, 9575181, 1051069]"
681,915,"[1036753, 1036753, 853354, 948622, 988136]"
682,916,"[6602440, 863211, 644923, 440532, 480014]"
683,919,"[995055, 930283, 18055313, 18038538, 9835960]"
684,920,"[893454, 1107373, 6442520, 1132948, 1131807]"
685,922,"[880427, 12523952, 1023414, 1117541, 5995603]"
686,924,"[892500, 12172240, 12457047, 1063855, 1048210]"
687,926,"[890719, 1105498, 7442035, 9677099, 12330794]"
688,927,"[962118, 1099905, 1137573, 16733551, 5589747]"
689,928,"[1126658, 880895, 928838, 1107537, 1129166]"
690,929,"[15972332, 884685, 1088873, 1062710, 1036401]"
691,930,[917033]
692,931,"[16734597, 913052, 6979753, 951094, 951176]"
693,934,"[6534178, 842368, 1090040, 1089306, 1059593]"
694,935,"[861973, 951593, 1124729]"
695,936,"[6396537, 6534178, 15596793, 15595790, 5978656]"
696,937,"[1126899, 831965, 7167860, 845868, 847738]"
697,939,"[1128240, 1121369, 1014275, 1006555, 1002313]"
698,940,"[894511, 821565, 12188159, 824426, 831523]"
699,941,"[953476, 859129, 5996212, 999090, 896322]"
700,942,"[6534178, 1075820, 10204392]"
701,943,"[17827241, 1135634, 17179425, 17179426, 877580]"
702,944,"[1013187, 6534178, 1106331, 13190370, 15452860]"
703,946,"[836703, 1020156, 1005186, 12984227, 5995177]"
704,947,"[829621, 1106896, 9265500, 1013259, 1075283]"
705,949,"[824256, 1080110, 985160, 999090, 1027102]"
706,951,"[15741540, 15483641, 12754036, 845675, 16809649]"
707,952,"[16730990, 16731109, 872762, 930283, 5565352]"
708,953,"[916588, 1007414, 16734419, 877310, 1126294]"
709,954,"[1479134, 1665974, 13838531, 13210463, 12577348]"
710,955,"[1033234, 15926887, 991268, 1115130, 940616]"
711,956,"[884518, 955858, 967785, 1086165, 1132968]"
712,957,"[929605, 900842, 904774, 976511, 867293]"
713,959,"[1029272, 5978656, 7433222, 9553023, 12812474]"
714,960,"[886395, 1053016, 867447, 886395, 913658]"
715,961,"[13115802, 12524566, 1000059, 1071302, 915433]"
716,964,"[13115829, 865569, 957267, 931297, 846695]"
717,965,"[987562, 846652, 982039, 15717278, 13008193]"
718,967,"[820291, 15964293]"
719,968,"[981760, 15926638, 1102845, 7409663, 1039081]"
720,969,"[981760, 1017220, 1029125, 1055499, 1029743]"
721,971,"[5568378, 895540, 895540, 946681, 13416350]"
722,972,"[6533765, 8205311, 2073559, 1980946, 15830493]"
723,973,"[825457, 7166817, 10355789, 9859052, 9677176]"
724,974,"[6534178, 6534178]"
725,975,"[13381584, 13212996, 1027835, 959737, 1110341]"
726,976,"[1127328, 987562, 1129576, 954177, 1017195]"
727,978,"[896734, 7025517, 857538, 6919373, 1087287]"
728,979,"[6534178, 998189, 6554188, 1107538, 1092120]"
729,981,"[878667, 901460, 954651, 1007210, 1031892]"
730,982,"[1108092, 981760, 1073086, 1077439, 12171972]"
731,983,"[961269, 8090491, 1019455, 15686672, 15831035]"
732,984,"[1013187, 1045979, 1044599, 12599698, 8119297]"
733,985,"[855544, 838738, 15972074, 15596991, 13512916]"
734,986,"[988520, 945372, 983897, 8181159, 1100140]"
735,987,"[7139529, 12810464, 7155863]"
736,988,"[852182, 16809433, 865330, 1027874, 1096036]"
737,989,"[946682, 1133889, 926523, 941468, 961370]"
738,991,"[882305, 962820]"
739,992,"[12262832, 6533765, 6534178, 5995312, 1085201]"
740,993,"[838563, 1097761, 1006264, 1015067, 1021521]"
741,996,"[956397, 6442839, 884731, 1108940, 845053]"
742,997,"[926823, 10284865, 916122]"
743,998,"[15830211, 15596803, 8066600, 15596707, 1031831]"
744,999,"[17328852, 1132246, 15926775, 15596705, 13007846]"
745,1000,"[6534178, 5590223, 1005186, 870315, 1016863]"
746,1001,"[13217063, 6443018, 141843, 137409, 114442]"
747,1003,"[929363, 950030, 1107502, 1119993, 6514009]"
748,1004,"[897083, 956672, 1043730, 17903419, 13190673]"
749,1005,"[12731536, 1031492, 847753, 9419624, 5577122]"
750,1007,"[17900902, 888054, 1004869, 1095186, 1115098]"
751,1008,[957374]
752,1010,"[1008675, 1055072, 1091365, 1116624, 9527323]"
753,1011,"[894511, 923413, 9368208, 12525264, 15716327]"
754,1012,"[12987817, 6534178, 10180324, 12384804, 1050618]"
755,1014,[6534077]
756,1015,"[836645, 15863853, 10455984, 8160430, 6979578]"
757,1018,"[854257, 1011030, 13115813, 1070820, 883068]"
758,1019,"[12330274, 1008675, 825170, 5567325, 896958]"
759,1020,"[18106286, 1137680, 1090410, 5591939, 1110039]"
760,1021,"[830245, 826150, 1110111, 13417853, 1079482]"
761,1023,"[957401, 7409929, 1130877, 1120565, 1026235]"
762,1024,"[15572623, 971096, 13213107, 1087106, 1075637]"
763,1025,"[8090521, 1108092, 13876814, 9296821, 1128464]"
764,1027,"[850159, 867886, 1041390, 12352089, 12352201]"
765,1029,"[6534178, 13213604, 15830875, 896666, 6534178]"
766,1030,"[931124, 981374, 1045586, 5569733, 5585068]"
767,1034,"[981760, 894524, 939681, 6534178, 15596839]"
768,1038,"[902181, 936634, 5568197, 1106523]"
769,1039,"[993514, 941354, 15452570, 1123536, 1119415]"
770,1040,"[1124077, 1088333, 17291600, 13040356, 17238796]"
771,1041,"[1054383, 894401, 913806, 15972298, 894414]"
772,1042,"[830015, 1042341, 1027773, 1025457, 1000002]"
773,1043,"[1920690, 1967734, 2008406, 2063087, 12527524]"
774,1045,"[828713, 849809, 908469, 922847, 937110]"
775,1046,"[1011920, 1068291, 8293560, 9297575, 6534178]"
776,1047,"[938768, 1096014]"
777,1050,"[864312, 1119112, 10456185, 9526957, 9419958]"
778,1051,"[981760, 1089766, 9419563, 861961, 15716967]"
779,1053,"[1005186, 1005186, 959455, 931136, 1029616]"
780,1057,"[12352111, 1019443, 993179, 1004250, 1077579]"
781,1058,"[1132948, 877677, 865856, 1013615, 1044955]"
782,1060,[1404121]
783,1061,"[840601, 6534178, 875089, 928146, 899184]"
784,1062,"[8091654, 12386080, 1016298, 12386080, 18148533]"
785,1064,"[1007437, 975633, 7410343, 6704035, 6703892]"
786,1066,"[981760, 898601, 1116589, 1073224, 837579]"
787,1067,"[981760, 1036431, 821565, 1126979, 1103618]"
788,1068,"[1104931, 15926864, 16770156, 14025185, 13910296]"
789,1069,"[13008325, 8069230, 1076146, 1080581, 1008625]"
790,1070,"[1100150, 16208129, 864941, 12649165, 9677851]"
791,1071,"[15777852, 12262992, 976538, 951141, 838800]"
792,1073,"[1018339, 1068943, 1112761, 1109371, 1101502]"
793,1074,"[981760, 17328490, 827802, 1094746, 1055447]"
794,1075,"[15926886, 15926886, 855488, 1104898, 15926863]"
795,1076,"[984680, 830568, 863519, 984680, 1011165]"
796,1077,"[834129, 13006920, 9552945, 9270757, 1070276]"
797,1078,"[852035, 13008280, 858424, 946489, 968762]"
798,1080,"[12810393, 848832, 17290754, 7168417, 860317]"
799,1081,"[981760, 981760, 822259, 1136322, 9878740]"
800,1082,"[953476, 953476, 864143, 864143, 823862]"
801,1083,"[9575186, 17214759, 934434, 839419, 942525]"
802,1084,"[884039, 1039566, 1039566, 1093329, 13115375]"
803,1085,"[6534178, 925483, 14025641, 13007513, 12949855]"
804,1086,"[954363, 1073775, 1083846, 12810393, 1056509]"
805,1087,"[1106523, 962229]"
806,1088,"[865330, 872021, 835864, 1045478, 997011]"
807,1089,"[8090521, 821761, 1022956, 15483193, 13213332]"
808,1090,"[836051, 831091, 13039086, 6463628, 975678]"
809,1091,"[6534178, 1076199, 899624]"
810,1092,"[826385, 981240, 6773229, 5590837, 1125197]"
811,1093,"[1116376, 1075032, 1087386, 1094280, 1107373]"
812,1094,"[981760, 1056762, 5979156, 931860, 860037]"
813,1096,"[10456655, 999250]"
814,1097,"[822140, 7463287, 840858, 1049454, 1070696]"
815,1098,"[852035, 12187908, 1013503, 13190294, 1021541]"
816,1100,"[12517411, 951590]"
817,1102,"[880234, 927360, 1076199, 1036089, 17179012]"
818,1103,"[835004, 851722, 5584040, 7082640, 7432219]"
819,1104,"[844468, 955858, 828048, 842926, 1045710]"
820,1105,"[827079, 862123, 884089, 900937, 941307]"
821,1106,"[5568378, 6391532, 13212996, 13213108, 13213357]"
822,1108,"[1027421, 1081853, 833025, 1062002, 1057260]"
823,1109,"[981760, 836085, 914967, 978343, 1040498]"
824,1110,"[1775642, 1857658, 1860071, 1864617, 1941381]"
825,1111,"[953134, 15926886, 1092289, 15927605, 15926886]"
826,1112,"[833169, 891598, 15596656, 10249297, 9859231]"
827,1113,"[984157, 13213524, 840386, 15800529, 9245312]"
828,1114,"[8090521, 1110255, 1044118, 6463752, 17329489]"
829,1115,"[6534178, 1104195, 9297191, 5569471]"
830,1117,"[932888, 1106445, 10121616, 13413276, 966683]"
831,1119,"[8090565, 1128539, 13876741, 8019628, 963680]"
832,1120,"[1017195, 6034221, 13115897, 995785, 1103556]"
833,1121,"[971709, 6919647, 998424, 1100124, 5568382]"
834,1123,"[981760, 840227, 13876344, 13115579, 1118006]"
835,1124,"[857638, 979098, 1106539, 1108488, 13213029]"
836,1127,"[869195, 15926844]"
837,1128,"[822101, 1103712, 17249154, 897837, 9297154]"
838,1129,"[859662, 1006342, 9221970, 1096355, 988058]"
839,1130,"[13070719, 8292753, 925483, 1008212, 5584435]"
840,1131,"[16733960, 1050883, 1039627, 1070782, 1021715]"
841,1132,"[981760, 15596908, 826695, 7410019, 922092]"
842,1133,"[891720, 953376, 868546, 990004, 9296848]"
843,1134,"[981760, 824037, 12525270, 8181182, 5588596]"
844,1135,"[1056762, 1012713, 1009969, 1133827, 1017127]"
845,1136,"[8020160, 5568201, 1105816, 10122037, 1031892]"
846,1137,"[12301396, 1012137, 1005186, 13213338, 12523982]"
847,1138,"[13381483, 15926886, 897611, 16809303, 13382200]"
848,1139,"[832990, 846946, 931743, 930488, 925863]"
849,1141,"[838597, 853998, 988736, 1086740, 1113584]"
850,1142,"[869622, 6978868, 860247, 6442443, 936328]"
851,1145,"[852437, 13007697, 15716073, 877570, 890694]"
852,1146,"[981760, 12132164, 1107039, 850652, 838948]"
853,1147,"[18055205, 1088683, 15971851, 6633224, 888543]"
854,1149,"[898572, 16809317, 1135681]"
855,1151,"[15683803, 12132588, 17179000, 13213075, 12524733]"
856,1152,"[903183, 15629778, 9419563, 7147317, 1110111]"
857,1154,"[862682, 862682, 987562, 1053058, 17249480]"
858,1155,"[861603, 988835, 822140, 15925334, 987628]"
859,1157,"[1000621, 1119841, 13986272, 13986534]"
860,1158,"[831965, 981061, 17214971, 9420102, 1110331]"
861,1159,"[1068562, 839191, 1064797, 827175, 17328850]"
862,1160,"[981760, 821556, 1101960, 896757, 15972333]"
863,1161,"[1069635, 832007, 1011572, 1075300, 15972314]"
864,1163,"[1035111, 894968, 17291203, 15926886, 15717403]"
865,1164,"[13654702, 987626, 6979535, 1068715, 6904531]"
866,1166,"[15740823, 827806, 8293604, 9653714, 9859183]"
867,1167,"[15926712, 1008600, 1093060, 992010, 983210]"
868,1168,"[957641, 1111116, 10456371, 852080, 1031906]"
869,1169,"[915433, 908938, 15926844, 12988115, 12301090]"
870,1171,"[981760, 845975, 949991, 15926638, 15681692]"
871,1172,"[9655219, 963686, 845082, 868386, 892502]"
872,1174,[15971810]
873,1175,"[888586, 10456369, 13417954, 13190532, 13190494]"
874,1176,"[15717057, 8357825, 13876947, 1056848, 1008334]"
875,1178,"[12578386, 862152, 994799, 1021541, 1077643]"
876,1179,"[5978656, 909129, 6534178, 924132, 15740620]"
877,1180,"[6533765, 15972213, 895063, 12452939, 947147]"
878,1182,"[842392, 1122180, 887003, 928833, 982706]"
879,1183,"[17249638, 7144131, 925164, 1049826, 1069635]"
880,1185,"[5568378, 13213108, 957521, 1013658, 15629904]"
881,1186,"[824005, 13945181, 8249140, 17283099, 13986271]"
882,1187,"[15925769, 15863943, 6979753, 1005186, 1026063]"
883,1188,"[981760, 904575, 12987976, 13986392, 13986405]"
884,1189,"[962041, 1115295, 821083, 992529, 855672]"
885,1190,"[900185, 1123958, 13190320, 937614, 965444]"
886,1191,"[981760, 924786, 872461, 10121521, 5565866]"
887,1192,"[849505, 5683022, 1572769, 5668996, 1065860]"
888,1193,"[830015, 973916, 5565352, 15926886, 13842088]"
889,1194,"[981760, 896465, 1068745, 843842, 5569349]"
890,1195,"[8090521, 5568378, 15717115, 830790, 6534178]"
891,1196,"[822431, 828044, 17382743, 17382742, 17291627]"
892,1197,"[6534178, 943362, 835254, 9935316, 10457110]"
893,1198,"[915064, 998828, 1074928, 1093403, 12384177]"
894,1201,"[1031740, 1096958, 1117249]"
895,1202,"[1128539, 5567148, 5995603, 1020682, 5585727]"
896,1203,"[896849, 1023697, 5995129, 964004, 837527]"
897,1204,"[892500, 903609, 9419867, 9677886, 12731755]"
898,1205,"[1048746, 978382, 1072086, 1072086, 13381584]"
899,1206,"[981760, 982799, 887618, 863169, 6463907]"
900,1207,"[953476, 8090521, 13159015, 12757312, 6602654]"
901,1208,[6534178]
902,1209,"[10254377, 15452631, 15452761, 15483382, 833583]"
903,1210,"[13115751, 981877, 13986301, 13906634, 1135355]"
904,1211,"[981760, 981760, 1110255, 820162, 957322]"
905,1214,"[942045, 12693843]"
906,1216,"[999625, 8204353, 9858742, 12171387, 13115666]"
907,1217,"[6534178, 1006649, 17291650, 16769936, 891405]"
908,1218,"[6534166, 15926844, 857736, 1083070, 927360]"
909,1219,"[992985, 980386, 905782, 10312148, 903567]"
910,1221,"[8288843, 897811, 933230, 1038691, 1087986]"
911,1222,"[15596607, 841037, 7433054, 5995439, 1130832]"
912,1223,"[861641, 934434, 1082627, 926025, 9837153]"
913,1224,"[864063, 1086818, 15629778, 15630096, 833273]"
914,1225,"[1053058, 5568378, 840601, 1039954, 1074271]"
915,1226,"[15629778, 9419415, 1089568, 1089568, 960999]"
916,1227,"[930344, 1026699, 16809649, 15926886, 13986272]"
917,1228,"[1005186, 1007746, 1115800, 5586269, 825180]"
918,1229,"[821612, 1007752, 858649, 901523, 902292]"
919,1230,"[969231, 1134222, 13213344, 1107373, 893501]"
920,1231,"[866778, 1031326, 1123536, 1132968, 6534881]"
921,1234,"[843819, 5995158, 5568657, 5568125, 5567622]"
922,1236,[1052214]
923,1238,"[16805728, 952146, 891866, 15926775, 16769555]"
924,1240,"[958353, 9912044, 1086384, 14025374, 1069506]"
925,1241,"[981760, 981760, 823788, 12731432, 1035121]"
926,1242,"[946681, 966358, 962568, 5591083]"
927,1245,"[981760, 981760, 848659, 12172070, 1035690]"
928,1246,"[901711, 13416520, 13115880, 13115637, 964462]"
929,1247,"[981760, 981760, 821025, 1107839, 821025]"
930,1248,"[6772734, 913745, 1065879, 12385340, 12384431]"
931,1249,"[13910384, 13842139, 9802529, 1096643, 885447]"
932,1252,"[970119, 999973, 1028275, 1055499, 6463534]"
933,1255,"[945756, 12525019, 5580793]"
934,1256,"[13094913, 923091, 863699, 1085435, 1064086]"
935,1257,"[18005872, 12385375, 7410304, 9827666, 10457313]"
936,1258,"[842602, 6633135, 9831882, 9296925, 7409824]"
937,1259,"[15926927, 12781512, 15926775, 892378, 901397]"
938,1260,"[828450, 1067748, 1079938, 836745, 1103154]"
939,1261,"[5565352, 870843, 15595903, 7110465, 1133157]"
940,1262,"[984663, 1114128, 13007355, 938265, 821083]"
941,1263,"[877017, 882305, 980259, 1011298, 9527424]"
942,1264,"[1014388, 1038703, 15573558, 839849]"
943,1265,"[936634, 835715, 924531, 1046968, 1099656]"
944,1266,"[833577, 6633075, 18105225, 13775536, 13417899]"
945,1267,"[837720, 895395, 851952, 827009, 17329327]"
946,1269,"[835861, 956671, 1125390, 1126528, 890604]"
947,1270,"[1083846, 5567037, 5586918, 1134815, 12171559]"
948,1271,"[821200, 896761, 890999, 1072483, 847066]"
949,1272,"[9858742, 1108152, 822985, 825659, 866528]"
950,1274,"[831587, 1004867, 882496, 1114268, 1091342]"
951,1277,"[921614, 915991, 1017966, 1116527, 5572738]"
952,1278,"[939527, 1103902, 1132445, 13877256, 932298]"
953,1279,"[981760, 866043, 854539, 13512938, 12524439]"
954,1280,"[920432, 925579, 1022433, 7442180, 9527183]"
955,1281,"[837304, 1070015, 1070015, 1043973, 5995340]"
956,1282,"[981760, 967757, 963228, 17169206, 981686]"
